reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.025,0
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.1,0
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.25,1
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.5,4
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.75,6
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.9,7
2025-12-20,pct wk covid lab det,-1,ab,2025-12-13,quantile,0.975,8
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.025,0
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.1,0
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.25,1
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.5,4
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.75,6
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.9,7
2025-12-20,pct wk covid lab det,0,ab,2025-12-20,quantile,0.975,8
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.025,0
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.1,0
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.25,1
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.5,4
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.75,6
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.9,7
2025-12-20,pct wk covid lab det,1,ab,2025-12-27,quantile,0.975,8
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.025,0
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.1,0
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.25,1
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.5,4
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.75,6
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.9,7
2025-12-20,pct wk covid lab det,2,ab,2026-01-03,quantile,0.975,8
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.025,0
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.1,0
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.25,1
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.5,4
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.75,6
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.9,7
2025-12-20,pct wk covid lab det,3,ab,2026-01-10,quantile,0.975,8
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.025,0
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.1,3
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.25,13
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.5,32
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.75,51
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.9,60
2025-12-20,pct wk flu lab det,-1,ab,2025-12-13,quantile,0.975,64
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.025,0
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.1,4
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.25,14
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.5,34
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.75,54
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.9,64
2025-12-20,pct wk flu lab det,0,ab,2025-12-20,quantile,0.975,69
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.025,0
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.1,4
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.25,13
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.5,33
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.75,53
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.9,62
2025-12-20,pct wk flu lab det,1,ab,2025-12-27,quantile,0.975,66
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.025,0
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.1,4
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.25,14
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.5,34
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.75,54
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.9,64
2025-12-20,pct wk flu lab det,2,ab,2026-01-03,quantile,0.975,69
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.025,0
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.1,3
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.25,13
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.5,31
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.75,50
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.9,59
2025-12-20,pct wk flu lab det,3,ab,2026-01-10,quantile,0.975,63
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.025,0
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.1,0
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.25,1
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.5,2
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.75,3
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.9,4
2025-12-20,pct wk rsv lab det,-1,ab,2025-12-13,quantile,0.975,4
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.025,0
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.1,0
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.25,1
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.5,2
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.75,4
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.9,4
2025-12-20,pct wk rsv lab det,0,ab,2025-12-20,quantile,0.975,5
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.025,0
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.1,0
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.25,1
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.5,2
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.75,4
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.9,5
2025-12-20,pct wk rsv lab det,1,ab,2025-12-27,quantile,0.975,5
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.025,0
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.1,0
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.25,1
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.5,2
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.75,4
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.9,4
2025-12-20,pct wk rsv lab det,2,ab,2026-01-03,quantile,0.975,5
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.025,0
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.1,0
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.25,1
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.5,2
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.75,4
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.9,4
2025-12-20,pct wk rsv lab det,3,ab,2026-01-10,quantile,0.975,5
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.025,0
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.1,0
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.25,2
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.5,6
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.75,10
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.9,11
2025-12-20,pct wk covid lab det,-1,atlantic,2025-12-13,quantile,0.975,12
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.025,0
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.1,0
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.25,2
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.5,6
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.75,9
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.9,11
2025-12-20,pct wk covid lab det,0,atlantic,2025-12-20,quantile,0.975,12
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.025,0
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.1,0
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.25,2
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.5,6
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.75,9
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.9,11
2025-12-20,pct wk covid lab det,1,atlantic,2025-12-27,quantile,0.975,12
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.025,0
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.1,0
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.25,2
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.5,6
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.75,9
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.9,11
2025-12-20,pct wk covid lab det,2,atlantic,2026-01-03,quantile,0.975,12
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.025,0
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.1,0
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.25,2
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.5,5
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.75,8
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.9,10
2025-12-20,pct wk covid lab det,3,atlantic,2026-01-10,quantile,0.975,11
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.025,0
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.1,2
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.25,7
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.5,18
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.75,29
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.9,34
2025-12-20,pct wk flu lab det,-1,atlantic,2025-12-13,quantile,0.975,37
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.025,0
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.1,2
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.25,8
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.5,20
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.75,33
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.9,39
2025-12-20,pct wk flu lab det,0,atlantic,2025-12-20,quantile,0.975,41
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.025,0
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.1,2
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.25,9
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.5,22
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.75,35
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.9,42
2025-12-20,pct wk flu lab det,1,atlantic,2025-12-27,quantile,0.975,45
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.025,0
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.1,2
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.25,9
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.5,22
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.75,35
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.9,42
2025-12-20,pct wk flu lab det,2,atlantic,2026-01-03,quantile,0.975,44
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.025,0
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.1,3
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.25,10
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.5,24
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.75,38
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.9,45
2025-12-20,pct wk flu lab det,3,atlantic,2026-01-10,quantile,0.975,48
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.025,0
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.1,0
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.25,0
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.5,2
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.75,3
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.9,4
2025-12-20,pct wk rsv lab det,-1,atlantic,2025-12-13,quantile,0.975,4
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.025,0
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.1,0
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.25,1
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.5,2
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.75,3
2025-12-20,pct wk rsv lab det,0,atlantic,2025-12-20,quantile,0.9,4
