reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.025,2.7
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.1,3.3
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.25,4
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.5,4.7
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.75,5.4
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.9,6
2026-01-17,2026-01-10,-1,ab,pct wk covid lab det,quantile,0.975,6.8
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.025,2.4
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.1,3
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.25,3.5
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.5,4.1
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.75,4.6
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.9,5.2
2026-01-17,2026-01-17,0,ab,pct wk covid lab det,quantile,0.975,5.7
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.025,2.4
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.1,3
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.25,3.5
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.5,4.1
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.75,4.7
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.9,5.4
2026-01-17,2026-01-24,1,ab,pct wk covid lab det,quantile,0.975,6
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.025,2.4
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.1,3
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.25,3.5
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.5,4.1
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.75,4.8
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.9,5.4
2026-01-17,2026-01-31,2,ab,pct wk covid lab det,quantile,0.975,6.2
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.025,2.3
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.1,3
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.25,3.5
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.5,4.1
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.75,4.9
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.9,5.6
2026-01-17,2026-02-07,3,ab,pct wk covid lab det,quantile,0.975,6.5
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.025,2
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.1,3.6
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.25,5.1
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.5,7
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.75,8.7
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.9,10.3
2026-01-17,2026-01-10,-1,ns,pct wk covid lab det,quantile,0.975,12
2026-01-17,2026-01-17,0,ns,pct wk covid lab det,quantile,0.025,3.3
2026-01-17,2026-01-17,0,ns,pct wk covid lab det,quantile,0.1,4.6
2026-01-17,2026-01-17,0,ns,pct wk covid lab det,quantile,0.25,5.8
