reference_date,target_end_date,horizon,location,target,output_type,output_type_id,value
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.025,3.8
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.1,4.5
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.25,5.1
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.5,5.8
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.75,6.5
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.9,7.2
2025-12-06,2025-11-29,-1,ab,pct wk covid lab det,quantile,0.975,7.9
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.025,2.5
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.1,3.1
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.25,3.6
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.5,4.1
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.75,4.6
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.9,5.2
2025-12-06,2025-12-06,0,ab,pct wk covid lab det,quantile,0.975,5.7
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.025,2.3
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.1,2.9
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.25,3.3
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.5,3.8
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.75,4.3
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.9,4.8
2025-12-06,2025-12-13,1,ab,pct wk covid lab det,quantile,0.975,5.3
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.025,2
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.1,2.6
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.25,3
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.5,3.5
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.75,4
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.9,4.5
2025-12-06,2025-12-20,2,ab,pct wk covid lab det,quantile,0.975,5.1
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.025,1.8
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.1,2.4
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.25,2.8
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.5,3.4
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.75,3.8
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.9,4.3
2025-12-06,2025-12-27,3,ab,pct wk covid lab det,quantile,0.975,5
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.025,4
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.1,5.6
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.25,7.3
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.5,9.2
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.75,11.1
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.9,13
2025-12-06,2025-11-29,-1,ns,pct wk covid lab det,quantile,0.975,14.9
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.025,1.4
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.1,2.9
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.25,4.1
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.5,5.5
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.75,6.8
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.9,8.1
2025-12-06,2025-12-06,0,ns,pct wk covid lab det,quantile,0.975,9.8
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.025,0.6
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.1,2.5
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.25,3.7
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.5,5
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.75,6.3
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.9,7.6
2025-12-06,2025-12-13,1,ns,pct wk covid lab det,quantile,0.975,9.3
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.025,1.5
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.1,2.8
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.25,3.7
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.5,4.8
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.75,6.1
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.9,7.4
2025-12-06,2025-12-20,2,ns,pct wk covid lab det,quantile,0.975,8.7
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.025,1.1
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.1,2.7
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.25,3.6
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.5,4.7
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.75,5.9
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.9,7.2
2025-12-06,2025-12-27,3,ns,pct wk covid lab det,quantile,0.975,9.1
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.025,2.4
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.1,3.6
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.25,4.6
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.5,5.7
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.75,6.6
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.9,7.6
2025-12-06,2025-11-29,-1,nb,pct wk covid lab det,quantile,0.975,8.5
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.025,3.2
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.1,4.1
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.25,4.7
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.5,5.5
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.75,6.2
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.9,7
2025-12-06,2025-12-06,0,nb,pct wk covid lab det,quantile,0.975,7.9
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.025,2.7
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.1,3.4
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.25,4
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.5,4.6
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.75,5.3
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.9,6
2025-12-06,2025-12-13,1,nb,pct wk covid lab det,quantile,0.975,6.7
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.025,2.2
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.1,2.9
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.25,3.5
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.5,4.1
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.75,4.7
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.9,5.4
2025-12-06,2025-12-20,2,nb,pct wk covid lab det,quantile,0.975,6.3
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.025,1.8
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.1,2.5
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.25,3.1
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.5,3.7
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.75,4.4
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.9,5.1
2025-12-06,2025-12-27,3,nb,pct wk covid lab det,quantile,0.975,5.9
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.025,4.3
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.1,5.3
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.25,6.1
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.5,7
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.75,7.9
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.9,8.7
2025-12-06,2025-11-29,-1,atlantic,pct wk covid lab det,quantile,0.975,9.6
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.025,3.4
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.1,4.2
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.25,4.8
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.5,5.4
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.75,6.1
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.9,6.8
2025-12-06,2025-12-06,0,atlantic,pct wk covid lab det,quantile,0.975,7.5
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.025,3
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.1,3.5
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.25,4.1
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.5,4.8
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.75,5.4
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.9,6
2025-12-06,2025-12-13,1,atlantic,pct wk covid lab det,quantile,0.975,6.6
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.025,2.5
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.1,3.2
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.25,3.8
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.5,4.4
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.75,5
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.9,5.5
2025-12-06,2025-12-20,2,atlantic,pct wk covid lab det,quantile,0.975,6.2
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.025,2
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.1,2.8
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.25,3.5
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.5,4.1
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.75,4.8
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.9,5.4
2025-12-06,2025-12-27,3,atlantic,pct wk covid lab det,quantile,0.975,6.2
