"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.025,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.025,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.025,5
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.025,5
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.025,4
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.1,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.1,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.1,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.1,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.1,6
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.25,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.25,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.25,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.25,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.25,6
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.5,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.5,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.5,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.5,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.5,6
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.75,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.75,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.75,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.75,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.75,6
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.9,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.9,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.9,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.9,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.9,6
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"ca","quantile",0.975,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"ca","quantile",0.975,7
2026-01-03,"pct wk covid lab det",1,2026-01-10,"ca","quantile",0.975,8
2026-01-03,"pct wk covid lab det",2,2026-01-17,"ca","quantile",0.975,9
2026-01-03,"pct wk covid lab det",3,2026-01-24,"ca","quantile",0.975,7
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"sk","quantile",0.025,5
2026-01-03,"pct wk covid lab det",0,2026-01-03,"sk","quantile",0.025,4
2026-01-03,"pct wk covid lab det",1,2026-01-10,"sk","quantile",0.025,4
2026-01-03,"pct wk covid lab det",2,2026-01-17,"sk","quantile",0.025,4
2026-01-03,"pct wk covid lab det",3,2026-01-24,"sk","quantile",0.025,4
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"sk","quantile",0.1,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"sk","quantile",0.1,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"sk","quantile",0.1,6
2026-01-03,"pct wk covid lab det",2,2026-01-17,"sk","quantile",0.1,6
2026-01-03,"pct wk covid lab det",3,2026-01-24,"sk","quantile",0.1,5
2026-01-03,"pct wk covid lab det",-1,2025-12-27,"sk","quantile",0.25,6
2026-01-03,"pct wk covid lab det",0,2026-01-03,"sk","quantile",0.25,6
2026-01-03,"pct wk covid lab det",1,2026-01-10,"sk","quantile",0.25,6
